"IDDIST";"DISTRITO";"Código de Local Educativo";"Nombre de Local Educativo";"Gestión";"Número de Estudiantes";"Número de Docentes";"Siniestros Fatales Registrados";"Longitud";"Latitud";"Local Educativo Priorizado (preliminar)"
"150128";"RIMAC";"320935";"NUESTRA SEÑORA DE LA CONSOLACION";"Privada";518;49;"NA";-77.031533;-12.026783;"Sí"
"150128";"RIMAC";"320940";"EL NIÑO JESUS DEL RIMAC";"Privada";45;2;"NA";-77.0407;-12.0318;"No"
"150128";"RIMAC";"321001";"REINO DEL SABER SCHOOL";"Privada";2;2;"1";-77.03309;-12.02641;"Sí"
"150128";"RIMAC";"321015";"VICTORIA BARCIA BONIFFATTI";"Privada";37;3;"1";-77.03947;-12.02702;"Sí"
"150128";"RIMAC";"321039";"SEMILLITAS DEL SABER";"Privada";54;4;"NA";-77.03054;-12.02686;"No"
"150128";"RIMAC";"321044";"EL DOCTORCITO";"Privada";23;3;"NA";-77.02828;-12.03893;"No"
"150128";"RIMAC";"321063";"CESAR VALLEJO";"Privada";445;27;"NA";-77.02813;-12.01822;"Sí"
"150128";"RIMAC";"321077";"NIÑITO REY";"Privada";68;2;"NA";-77.03639;-12.03109;"No"
"150128";"RIMAC";"321082";"ROSARIO DE FATIMA";"Privada";28;2;"NA";-77.0409;-12.03479;"No"
"150128";"RIMAC";"321100";"SANTA CECILIA";"Privada";190;24;"1";-77.02518;-12.034;"Sí"
"150128";"RIMAC";"321119";"BAUTISTA";"Privada";207;29;"NA";-77.030867;-12.021983;"No"
"150128";"RIMAC";"321143";"NUESTRA SEÑORA DE CHAPI";"Privada";102;4;"NA";-77.03023;-12.03929;"No"
"150128";"RIMAC";"321157";"ANGEL DE LA GUARDA";"Privada";11;3;"NA";-77.02745;-12.02653;"No"
"150128";"RIMAC";"321162";"CARRUSEL DE NIÑOS";"Privada";43;3;"NA";-77.03654;-12.02767;"No"
"150128";"RIMAC";"321176";"MI PEQUEÑO PARAISO";"Privada";28;3;"NA";-77.03653;-12.02836;"No"
"150128";"RIMAC";"321181";"NUESTRA SEÑORA DEL CARMEN";"Privada";166;10;"NA";-77.029;-12.0224;"No"
"150128";"RIMAC";"321195";"PASTORCITOS DE BELEN";"Privada";184;15;"NA";-77.03957;-12.03484;"No"
"150128";"RIMAC";"321256";"SEÑOR DE LOS MILAGROS";"Privada";1;1;"NA";-77.0351;-12.0282;"No"
"150128";"RIMAC";"321261";"BENJAMIN BARTON";"Privada";250;22;"NA";-77.03498;-12.03866;"No"
"150128";"RIMAC";"321275";"EL NAZARENO";"Privada";126;10;"NA";-77.03251;-12.01684;"No"
"150128";"RIMAC";"321303";"SAN LUIS DE BORJA SCHOOL";"Privada";73;9;"NA";-77.04078;-12.03322;"No"
"150128";"RIMAC";"321336";"CIRCULO VALLEJO CONFRATERNIDAD";"Privada";85;9;"NA";-77.03951;-12.03583;"No"
"150128";"RIMAC";"321341";"ENRIQUE NAPOLEON ESPINOSA";"Privada";160;14;"NA";-77.0357;-12.0291;"No"
"150128";"RIMAC";"321355";"LOS SIERVOS DE JESUS";"Privada";207;18;"NA";-77.0293;-12.0196;"No"
"150128";"RIMAC";"321360";"LA FAMILIA UNIVERSAL";"Privada";156;11;"NA";-77.02723;-12.02665;"No"
"150128";"RIMAC";"321379";"GONZALES VIGIL";"Privada";8;2;"NA";-77.03749;-12.03764;"No"
"150128";"RIMAC";"321384";"SAN FRANCISCO DE ASIS";"Privada";11;4;"NA";-77.02551;-12.0319;"No"
"150128";"RIMAC";"321398";"ESTHER GRANDE DE BENTIN";"Privada";15;1;"NA";-77.03383;-12.01579;"No"
